"vol" "age" "owner" "nuts" "species" "step0" "step1" "step2" "step3" "step4" "step5"
"1156" "1" "3" "communal" "DE9_5_6" "spruce" 0 67.1722921364744 128.996424870323 99.0556843525124 61.4295400727189 49.7996674680339
"4900" "2" "3" "communal" "DE9_5_6" "spruce" 397.707273697315 70.4626174864067 171.483457539672 13.7033995776442 11.0633323807054 22.3088789008024
"6772" "3" "3" "communal" "DE9_5_6" "spruce" 609.854147099227 1101.07384564202 494.63429788917 157.333476217595 138.000102812426 88.9352973587351
"8644" "4" "3" "communal" "DE9_5_6" "spruce" 818.851276863819 231.917269890476 184.888088147352 100.521310542147 7.94595159784772 6.41868855462108
"10516" "5" "3" "communal" "DE9_5_6" "spruce" 13.5905134809889 221.965805861871 79.4804378529757 184.651498573748 0 0.609744423415216
"12388" "6" "3" "communal" "DE9_5_6" "spruce" 43.1139139115238 0 0 0 0 0
"14260" "7" "3" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"16132" "8" "3" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"18004" "9" "3" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"3028" "10" "3" "communal" "DE9_5_6" "spruce" 0 0 0 159.495225584512 87.292924095522 159.242288357089
"1260" "1" "4" "communal" "DE9_5_6" "spruce" 0 188.097776111778 380.204886331398 176.436820801542 164.222681739573 117.28823995138
"5004" "2" "4" "communal" "DE9_5_6" "spruce" 0 51.7898906780287 101.676491765978 53.4269456196973 25.6630641187612 16.2490263853013
"6876" "3" "4" "communal" "DE9_5_6" "spruce" 0 196.71981332377 255.127313521548 149.847994856509 65.6709595683122 43.7233467201647
"8748" "4" "4" "communal" "DE9_5_6" "spruce" 675.697570535989 61.8419621775984 101.179109878095 46.1307758501552 15.0238170050434 12.5035237358585
"10620" "5" "4" "communal" "DE9_5_6" "spruce" 703.949891069044 240.13887270578 247.470504530381 151.541179767002 37.700319313255 31.4294090255123
"12492" "6" "4" "communal" "DE9_5_6" "spruce" 938.680102253037 868.56039509377 450.06893225863 262.146941748224 282.776398955257 7.8791788953448
"14364" "7" "4" "communal" "DE9_5_6" "spruce" 397.707273697315 0 0 0 0 0
"16236" "8" "4" "communal" "DE9_5_6" "spruce" 77.12491812639 0 0 0 0 0
"18108" "9" "4" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"3132" "10" "4" "communal" "DE9_5_6" "spruce" 0 0 0 0 159.495225584512 87.292924095522
"1364" "1" "5" "communal" "DE9_5_6" "spruce" 0 35.2313087432034 116.586730475649 81.1417537547316 46.7338687160574 42.3411107876284
"5108" "2" "5" "communal" "DE9_5_6" "spruce" 795.414523689429 195.662873727411 303.186409677128 249.985333150415 112.276372981268 87.0753437863609
"6980" "3" "5" "communal" "DE9_5_6" "spruce" 0 70.9440013570315 41.4881957696526 58.3410634579896 44.0545336023478 22.5458165226368
"8852" "4" "5" "communal" "DE9_5_6" "spruce" 370.401715177945 675.697570535989 277.486453619354 382.363150836321 216.047226762677 93.3885577038465
"10724" "5" "5" "communal" "DE9_5_6" "spruce" 1338.8245457117 703.949891069044 240.13887270578 247.470504530381 151.541179767002 37.700319313255
"12596" "6" "5" "communal" "DE9_5_6" "spruce" 718.184378176806 938.680102253037 868.56039509377 450.06893225863 262.146941748224 282.776398955257
"14468" "7" "5" "communal" "DE9_5_6" "spruce" 48.241979989763 397.707273697315 0 0 0 0
"16340" "8" "5" "communal" "DE9_5_6" "spruce" 0 77.12491812639 0 0 0 0
"18212" "9" "5" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"3236" "10" "5" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 159.495225584512
"1468" "1" "6" "communal" "DE9_5_6" "spruce" 0 0 0.168570855230638 0.557831246294972 0.388238056242735 0.223607027349557
"5212" "2" "6" "communal" "DE9_5_6" "spruce" 0 471.623014599253 484.303003655761 421.766587437796 298.076445128671 185.583893549045
"7084" "3" "6" "communal" "DE9_5_6" "spruce" 0 137.438768325367 223.145885733918 198.89999078774 150.934282830206 108.01425116684
"8956" "4" "6" "communal" "DE9_5_6" "spruce" 160.846880038618 88.0326946387044 160.59179927537 65.9496952548241 90.8755470597535 51.3475471678112
"10828" "5" "6" "communal" "DE9_5_6" "spruce" 483.833303163053 1534.8218658507 1061.49389700289 386.970269688218 449.797194210587 265.862133838732
"12700" "6" "6" "communal" "DE9_5_6" "spruce" 39.0977610176078 718.184378176806 938.680102253037 868.56039509377 450.06893225863 262.146941748224
"14572" "7" "6" "communal" "DE9_5_6" "spruce" 349.143756364262 0.405394789829941 3.34207793022954 0 0 0
"16444" "8" "6" "communal" "DE9_5_6" "spruce" 0 0 99.2130240897929 12.9171691314486 18.1642361162078 13.7161872429473
"18316" "9" "6" "communal" "DE9_5_6" "spruce" 0 47.8365851999331 394.365195767085 0 0 0
"3340" "10" "6" "communal" "DE9_5_6" "spruce" 21.0193155943478 0 0 0 0 0
"1572" "1" "7" "communal" "DE9_5_6" "spruce" 0 0 0 0.168570855230638 0.557831246294972 0.388238056242735
"5316" "2" "7" "communal" "DE9_5_6" "spruce" 0 0 83.0358523844821 80.965212682091 87.6559167422855 66.1477108406496
"7188" "3" "7" "communal" "DE9_5_6" "spruce" 583.267650287516 70.9440013570315 318.091106972296 417.776177826012 367.145045829202 264.095038623463
"9060" "4" "7" "communal" "DE9_5_6" "spruce" 160.758928807121 1.35165445410603 0.73977054318239 1.34951091828042 0.554199119788438 0.763660059325659
"10932" "5" "7" "communal" "DE9_5_6" "spruce" 513.808970386016 4.06582607700045 12.8976627382412 8.92011678153685 3.25185100578335 3.77980835471082
"12804" "6" "7" "communal" "DE9_5_6" "spruce" 330.112604848223 506.975860484271 2021.71333178521 1705.80730167229 988.155184858802 759.223250994923
"14676" "7" "7" "communal" "DE9_5_6" "spruce" 27.2244333960229 349.143756364262 0.405394789829941 3.34207793022954 0 0
"16548" "8" "7" "communal" "DE9_5_6" "spruce" 0 0 0 99.2130240897929 12.9171691314486 18.1642361162078
"18420" "9" "7" "communal" "DE9_5_6" "spruce" 0 0 47.8365851999331 394.365195767085 0 0
"3444" "10" "7" "communal" "DE9_5_6" "spruce" 0 32.9086932137373 218.395249504058 285.446580802093 264.123628917404 136.863067119583
"1676" "1" "8" "communal" "DE9_5_6" "spruce" 0 0 0 0 0.00318058217416298 0.0105251178546221
"5420" "2" "8" "communal" "DE9_5_6" "spruce" 0 0 0 83.0358523844821 81.1306029551474 88.2032228707259
"7292" "3" "8" "communal" "DE9_5_6" "spruce" 85.8614935765969 4.90140882594551 0.596168078630516 2.67303451237224 3.51072418341187 3.08525248595968
"9164" "4" "8" "communal" "DE9_5_6" "spruce" 397.707249992114 739.125170268691 71.699487732507 316.157843003106 415.614964560881 364.613992463031
"11036" "5" "8" "communal" "DE9_5_6" "spruce" 498.689722217191 613.025578206459 188.456460520353 30.7846385362028 87.7924750782948 124.127366136038
"12908" "6" "8" "communal" "DE9_5_6" "spruce" 0 330.112604848223 506.975860484271 2021.71333178521 1705.80730167229 988.155184858802
"14780" "7" "8" "communal" "DE9_5_6" "spruce" 0 27.2244333960229 349.143756364262 0.405394789829941 3.34207793022954 0
"16652" "8" "8" "communal" "DE9_5_6" "spruce" 0 0 0 0 99.2130240897929 12.9171691314486
"18524" "9" "8" "communal" "DE9_5_6" "spruce" 0 0 0 47.8365851999331 394.365195767085 0
"3548" "10" "8" "communal" "DE9_5_6" "spruce" 0 0 32.9086932137373 218.395249504058 285.446580802093 264.123628917404
"1780" "1" "9" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0.00318058217416298
"5524" "2" "9" "communal" "DE9_5_6" "spruce" 0 0 0 0 34.528577466353 33.73632266768
"7396" "3" "9" "communal" "DE9_5_6" "spruce" 0 85.8614935765969 4.90140882594551 0.596168078630516 8.88578893538385 9.58092756998405
"9268" "4" "9" "communal" "DE9_5_6" "spruce" 795.414523689429 0.840818710342736 1.56263249528265 0.151584540660691 14.7665833144467 14.6533708723087
"11140" "5" "9" "communal" "DE9_5_6" "spruce" 623.173838656546 201.349529805898 372.366213788497 36.8760361603697 157.924743719459 207.881549281443
"13012" "6" "9" "communal" "DE9_5_6" "spruce" 673.715792046139 344.125071471512 424.416378600707 132.18511725652 29.773636860333 67.7794410300677
"14884" "7" "9" "communal" "DE9_5_6" "spruce" 0 0 27.2244333960229 349.143756364262 0.405394789829941 3.34207793022954
"16756" "8" "9" "communal" "DE9_5_6" "spruce" 0 151.648336580666 350.776997222687 309.726758267438 1015.95285844208 975.215052268746
"18628" "9" "9" "communal" "DE9_5_6" "spruce" 0 0 164.359862329495 252.418360916219 1054.42803309299 1243.67009702164
"3652" "10" "9" "communal" "DE9_5_6" "spruce" 0 0 0 32.9086932137373 218.395249504058 285.446580802093
"116" "1" "10" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"3860" "2" "10" "communal" "DE9_5_6" "spruce" 0 99.2166078204428 184.390634443352 17.8869757979616 78.872358296758 121.021205330534
"5732" "3" "10" "communal" "DE9_5_6" "spruce" 0 0 85.8614935765969 4.90140882594551 0.596168078630516 8.88578893538385
"7604" "4" "10" "communal" "DE9_5_6" "spruce" 0 795.414523689429 0.840818710342736 1.56263249528265 0.151584540660691 14.7665833144467
"9476" "5" "10" "communal" "DE9_5_6" "spruce" 0 623.173838656546 201.349529805898 372.366213788497 36.8760361603697 157.924743719459
"11348" "6" "10" "communal" "DE9_5_6" "spruce" 153.434827744993 673.715792046139 344.125071471512 424.416378600707 132.18511725652 29.773636860333
"13220" "7" "10" "communal" "DE9_5_6" "spruce" 71.8261301553315 0 0 27.2244333960229 349.143756364262 0.405394789829941
"15092" "8" "10" "communal" "DE9_5_6" "spruce" 0 0 151.648336580666 350.776997222687 309.726758267438 1015.95285844208
"16964" "9" "10" "communal" "DE9_5_6" "spruce" 0 0 0 164.359862329495 252.418360916219 1054.42803309299
"1988" "10" "10" "communal" "DE9_5_6" "spruce" 0 0 0 0 32.9086932137373 218.395249504058
"220" "1" "11" "communal" "DE9_5_6" "spruce" 397.707273697315 0 0 0 0 0
"3964" "2" "11" "communal" "DE9_5_6" "spruce" 0 0 99.2166078204428 184.390634443352 17.8869757979616 78.872358296758
"5836" "3" "11" "communal" "DE9_5_6" "spruce" 397.707249992114 0 0 85.8614935765969 4.90140882594551 0.596168078630516
"7708" "4" "11" "communal" "DE9_5_6" "spruce" 67.9642684869488 0 795.414523689429 0.840818710342736 1.56263249528265 0.151584540660691
"9580" "5" "11" "communal" "DE9_5_6" "spruce" 0 0 623.173838656546 201.349529805898 372.366213788497 36.8760361603697
"11452" "6" "11" "communal" "DE9_5_6" "spruce" 0 153.434827744993 673.715792046139 344.125071471512 424.416378600707 132.18511725652
"13324" "7" "11" "communal" "DE9_5_6" "spruce" 0 71.8261301553315 0 0 27.2244333960229 349.143756364262
"15196" "8" "11" "communal" "DE9_5_6" "spruce" 0 0 0 151.648336580666 350.776997222687 309.726758267438
"17068" "9" "11" "communal" "DE9_5_6" "spruce" 0 0 0 0 164.359862329495 252.418360916219
"2092" "10" "11" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 32.9086932137373
"324" "1" "12" "communal" "DE9_5_6" "spruce" 0 397.707273697315 0 0 0 0
"4068" "2" "12" "communal" "DE9_5_6" "spruce" 0 0 0 99.2166078204428 184.390634443352 17.8869757979616
"5940" "3" "12" "communal" "DE9_5_6" "spruce" 0 397.707249992114 0 0 85.8614935765969 4.90140882594551
"7812" "4" "12" "communal" "DE9_5_6" "spruce" 0 67.9642684869488 0 795.414523689429 0.840818710342736 1.56263249528265
"9684" "5" "12" "communal" "DE9_5_6" "spruce" 0 0 0 623.173838656546 201.349529805898 372.366213788497
"11556" "6" "12" "communal" "DE9_5_6" "spruce" 0 0 153.434827744993 673.715792046139 344.125071471512 424.416378600707
"13428" "7" "12" "communal" "DE9_5_6" "spruce" 30.5106261162259 0 71.8261301553315 0 0 27.2244333960229
"15300" "8" "12" "communal" "DE9_5_6" "spruce" 0 0 0 0 151.648336580666 350.776997222687
"17172" "9" "12" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 164.359862329495
"2196" "10" "12" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"428" "1" "13" "communal" "DE9_5_6" "spruce" 0 0 397.707273697315 0 0 0
"4172" "2" "13" "communal" "DE9_5_6" "spruce" 0 0 0 0 99.2166078204428 184.390634443352
"6044" "3" "13" "communal" "DE9_5_6" "spruce" 0 0 397.707249992114 0 0 85.8614935765969
"7916" "4" "13" "communal" "DE9_5_6" "spruce" 0 0 67.9642684869488 0 795.414523689429 0.840818710342736
"9788" "5" "13" "communal" "DE9_5_6" "spruce" 0 0 0 0 623.173838656546 201.349529805898
"11660" "6" "13" "communal" "DE9_5_6" "spruce" 0 0 0 153.434827744993 673.715792046139 344.125071471512
"13532" "7" "13" "communal" "DE9_5_6" "spruce" 0 30.5106261162259 0 71.8261301553315 0 0
"15404" "8" "13" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 151.648336580666
"17276" "9" "13" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"2300" "10" "13" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"532" "1" "14" "communal" "DE9_5_6" "spruce" 0 0 0 357.936546327584 0 0
"4276" "2" "14" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 89.2949470383985
"6148" "3" "14" "communal" "DE9_5_6" "spruce" 0 0 0 357.936524992903 0 0
"8020" "4" "14" "communal" "DE9_5_6" "spruce" 0 0 0 61.1678416382539 0 715.873071320486
"9892" "5" "14" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 560.856454790891
"11764" "6" "14" "communal" "DE9_5_6" "spruce" 0 0 0 0 138.091344970494 606.344212841525
"13636" "7" "14" "communal" "DE9_5_6" "spruce" 0 0 27.4595635046033 0 64.6435171397983 0
"15508" "8" "14" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"17380" "9" "14" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"2404" "10" "14" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"636" "1" "15" "communal" "DE9_5_6" "spruce" 0 0 0 0 322.142891694825 0
"4380" "2" "15" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"6252" "3" "15" "communal" "DE9_5_6" "spruce" 0 0 0 0 322.142872493612 0
"8124" "4" "15" "communal" "DE9_5_6" "spruce" 0 0 0 0 55.0510574744285 0
"9996" "5" "15" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"11868" "6" "15" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 124.282210473444
"13740" "7" "15" "communal" "DE9_5_6" "spruce" 0 0 0 24.713607154143 0 58.1791654258185
"15612" "8" "15" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"17484" "9" "15" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"2508" "10" "15" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"740" "1" "16" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 225.500024186378
"4484" "2" "16" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"6356" "3" "16" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 225.500010745529
"8228" "4" "16" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 38.5357402321
"10100" "5" "16" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"11972" "6" "16" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"13844" "7" "16" "communal" "DE9_5_6" "spruce" 0 0 0 0 17.2995250079001 0
"15716" "8" "16" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"17588" "9" "16" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"2612" "10" "16" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"844" "1" "17" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"4588" "2" "17" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"6460" "3" "17" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"8332" "4" "17" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"10204" "5" "17" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"12076" "6" "17" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"13948" "7" "17" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 12.1096675055301
"15820" "8" "17" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"17692" "9" "17" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"2716" "10" "17" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"948" "1" "18" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"4692" "2" "18" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"6564" "3" "18" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"8436" "4" "18" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"10308" "5" "18" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"12180" "6" "18" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"14052" "7" "18" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"15924" "8" "18" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"17796" "9" "18" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"2820" "10" "18" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"32" "1" "1" "land" "DE9_5_6" "spruce" 1764.34824937451 1914.92015646137 1884.18841944244 1755.96822978671 3060.27391030466 2870.54732565195
"3776" "2" "1" "land" "DE9_5_6" "spruce" 0 0 0 0 0 0
"5648" "3" "1" "land" "DE9_5_6" "spruce" 278.235787897883 0 0 0 0 0
"7520" "4" "1" "land" "DE9_5_6" "spruce" 0 0 0 0 0 0
"9392" "5" "1" "land" "DE9_5_6" "spruce" 0 0 0 0 0 0
"11264" "6" "1" "land" "DE9_5_6" "spruce" 0 0 0 0 0 0
"13136" "7" "1" "land" "DE9_5_6" "spruce" 0 0 0 0 0 0
"15008" "8" "1" "land" "DE9_5_6" "spruce" 0 0 0 0 0 0
"16880" "9" "1" "land" "DE9_5_6" "spruce" 0 0 0 0 0 0
"1904" "10" "1" "land" "DE9_5_6" "spruce" 0 2956.18822060157 877.072054729397 2110.81549077087 502.789419065946 667.999177100486
"1072" "1" "2" "land" "DE9_5_6" "spruce" 548.20644937854 1764.34824937451 1914.92015646137 1884.18841944244 1755.96822978671 3060.27391030466
"4816" "2" "2" "land" "DE9_5_6" "spruce" 5487.22002562774 0 0 0 0 0
"6688" "3" "2" "land" "DE9_5_6" "spruce" 3460.55970205927 847.655311951012 437.438019804821 725.057427864675 380.150756703301 379.162813841629
"8560" "4" "2" "land" "DE9_5_6" "spruce" 1922.61803538825 110.20163718342 354.673072276307 384.94136024266 378.763600501205 352.988502750991
"10432" "5" "2" "land" "DE9_5_6" "spruce" 0 0 0 0 0 0
"12304" "6" "2" "land" "DE9_5_6" "spruce" 0 0 0 0 0 0
"14176" "7" "2" "land" "DE9_5_6" "spruce" 0 0 0 0 0 0
"16048" "8" "2" "land" "DE9_5_6" "spruce" 0 0 0 0 0 0
"17920" "9" "2" "land" "DE9_5_6" "spruce" 0 0 0 0 0 0
"2944" "10" "2" "land" "DE9_5_6" "spruce" 0 0 2956.18822060157 877.072054729397 2110.81549077087 502.789419065946
"1176" "1" "3" "land" "DE9_5_6" "spruce" 1590.82909478926 294.482568261044 475.377138192385 730.584341035985 621.687404547546 553.150957789759
"4920" "2" "3" "land" "DE9_5_6" "spruce" 1372.39642872948 275.044299105438 343.87634913336 389.77006781707 411.436140144945 377.150890953259
"6792" "3" "3" "land" "DE9_5_6" "spruce" 4047.22252415385 6263.91977849586 1791.53868594844 1045.96166890373 1318.81518520172 951.087709680508
"8664" "4" "3" "land" "DE9_5_6" "spruce" 2876.34942566584 2787.78358472001 160.129600428649 201.471699729045 228.26029843879 240.78729912343
"10536" "5" "3" "land" "DE9_5_6" "spruce" 1609.6244154694 1911.37465506434 109.557183164804 352.598960742527 382.690241176913 376.548608685408
"12408" "6" "3" "land" "DE9_5_6" "spruce" 154.618339059858 0 0 0 0 0
"14280" "7" "3" "land" "DE9_5_6" "spruce" 0 0 0 0 0 0
"16152" "8" "3" "land" "DE9_5_6" "spruce" 19.3898586141412 0 0 0 0 0
"18024" "9" "3" "land" "DE9_5_6" "spruce" 0 0 0 0 0 0
"3048" "10" "3" "land" "DE9_5_6" "spruce" 0 0 0 2956.18822060157 877.072054729397 2110.81549077087
"1280" "1" "4" "land" "DE9_5_6" "spruce" 397.707273697315 1649.66032892496 2734.3267406761 1433.61937909296 1429.89366236886 965.012448307192
"5024" "2" "4" "land" "DE9_5_6" "spruce" 964.918366251129 1615.03640824627 106.805227201938 159.375477170802 226.872646545547 203.443080075446
"6896" "3" "4" "land" "DE9_5_6" "spruce" 3170.00747816321 1099.0070801309 1729.1017457435 583.845503141331 364.793759420494 384.693651985202
"8768" "4" "4" "land" "DE9_5_6" "spruce" 4840.67420068623 388.91202828413 587.939453821066 162.801453011029 95.9564827916046 120.771515346365
"10640" "5" "4" "land" "DE9_5_6" "spruce" 1996.27008370924 1239.10161654793 1376.8141358459 466.999971191177 329.873112109 392.207743152698
"12512" "6" "4" "land" "DE9_5_6" "spruce" 668.324008572447 4602.89492102589 4659.66951508028 267.420508101071 549.414604501223 605.816501467672
"14384" "7" "4" "land" "DE9_5_6" "spruce" 549.362291263046 0 0 0 0 0
"16256" "8" "4" "land" "DE9_5_6" "spruce" 0 19.3898586141412 0 0 0 0
"18128" "9" "4" "land" "DE9_5_6" "spruce" 0 0 0 0 0 0
"3152" "10" "4" "land" "DE9_5_6" "spruce" 32.635157325133 0 0 0 2956.18822060157 877.072054729397
"1384" "1" "5" "land" "DE9_5_6" "spruce" 0 180.428378219794 413.305844428599 623.378497126072 531.562705153489 491.132223018822
"5128" "2" "5" "land" "DE9_5_6" "spruce" 750.966357290339 1199.12458869589 2158.48277530525 1305.98311565289 743.407971597395 761.964017752903
"7000" "3" "5" "land" "DE9_5_6" "spruce" 2577.27016623064 677.732362470784 550.959150142398 322.577956014466 204.35016475953 147.622696042292
"8872" "4" "5" "land" "DE9_5_6" "spruce" 3721.59595720403 8562.89683398402 1866.91013493904 2404.51069190326 847.421273003881 555.818144209478
"10744" "5" "5" "land" "DE9_5_6" "spruce" 3584.59698768454 1996.27008370924 1239.10161654793 1376.8141358459 466.999971191177 329.873112109
"12616" "6" "5" "land" "DE9_5_6" "spruce" 676.946991840224 668.324008572447 4602.89492102589 4659.66951508028 267.420508101071 549.414604501223
"14488" "7" "5" "land" "DE9_5_6" "spruce" 0 549.362291263046 0 0 0 0
