"vol" "age" "ownership" "step0" "step1" "step2" "step3" "step4" "step5" "step6" "step7" "step8" "step9" "step10" "step11" "step12" "step13" "step14" "step15" "step16" "step17" "step18" "step19" "step20"
"471" "6" "21" "priv" 3329.56 3245.00171551194 2458.85323017923 3513.81109606365 2760.39074029897 2645.98582570003 1597.02858132809 2241.18951498957 1539.01163744696 912.977961653911 586.518637362122 458.751206641354 392.348565554844 183.772463115903 220.174899605787 261.339841898808 188.037214745096 56.9906414979492 11.6625114518834 614.089187062969 0
"545" "7" "21" "priv" 2127.24 3411.38001947032 2423.53385333 3796.86050728418 3017.78694901066 2974.49395989578 1810.40418601309 2462.88619596253 1736.11513251507 1059.14175351168 628.326290612903 488.716807878637 423.983632168674 196.776747483966 232.858510546599 271.434967623054 217.196398087924 66.1443210499524 13.4835666427918 724.110660361001 0
"619" "8" "21" "priv" 2063.01 2051.28810955467 1613.77686168879 2692.43269935707 2048.46626619568 2106.85719454718 1352.76233197571 1852.76398878193 1342.16041881989 853.237013698577 490.816844100594 373.873156623669 335.486474774968 155.498192274553 186.166841042159 211.792134602225 193.594486262356 59.2876641537182 11.8780199870801 659.361098294054 0
"693" "9" "21" "priv" 892.02 1139.16094081933 1387.47350685388 2253.82529389663 1638.96824898762 1804.73495394302 1281.9703069389 1881.40330225185 1341.72533122002 936.842801578048 577.004413509283 418.669743648331 398.332323182979 186.765631644369 240.411519308607 264.894122067481 275.685418326536 84.9146624317792 16.3818676710624 954.266869762684 0
"101" "10" "21" "priv" 2765.4 3726.69318832717 5372.90493862094 7375.38709076402 6097.01463861866 7012.32066355191 5887.51483396024 10152.6837331495 6524.20973823357 5474.92152828925 4060.78682571149 2765.17626562112 2800.62630146998 1342.19236728294 1943.08595951513 2087.18571371848 2306.4733828881 713.077632175942 131.715588831277 8021.62814148914 0
"29" "1" "22" "priv" 525.88 352.6075904033 514.798291882414 955.546029960308 816.909916726035 699.273461179923 925.231588735372 723.081163934763 1249.98208712354 1126.12546791438 551.940854075115 470.170713685114 371.246085043214 319.376238045293 156.025162825763 193.094896141809 239.332482729732 137.952929558034 41.278469703914 8.43980376405923 426.799691642789
"177" "2" "22" "priv" 280.99 79.4867517773286 76.921257583403 149.252811056216 147.176869268961 115.094363394633 129.976875065182 95.5647492777435 159.529284780793 134.004115005127 67.8122111285033 56.0402785312087 44.1766188557108 37.8880510517362 18.4156516335205 22.7340425470684 28.0640617620361 16.4754818412507 4.93600959737575 1.00964182534434 51.2339189748594
"251" "3" "22" "priv" 966.67 979.421895574417 967.671051210008 1528.28929308098 1618.95301505261 1233.97527327314 1310.30278239366 926.380394758086 1510.06632463463 1215.15992864712 628.636030920105 507.200347984732 399.413668297336 341.89970803678 165.545216533534 203.93157275987 250.931425277245 149.569100950177 44.8555613387096 9.17756842404149 467.049033328967
"325" "4" "22" "priv" 2643.19 1276.64113739571 1327.5617982733 1486.36387782997 1797.97834367825 1322.06074710134 1258.22668101726 815.290196315143 1251.59097569044 898.768014544244 495.206863271263 371.712345175817 291.829876185415 248.46512984293 118.870554216379 145.407749196883 177.042995198507 110.878063070219 33.3566627640819 6.83011514717315 350.740789022854
"399" "5" "22" "priv" 4924.06 2754.45541642579 2891.99121924657 2724.20841986093 3511.29727860894 2609.90109026297 2439.67144370072 1522.29929954223 2255.59448025382 1553.1501065006 885.801042444236 629.519631244301 493.433666124513 419.700900489408 199.157429034075 242.062079831654 292.240750371147 191.18759105224 57.6623666422182 11.8088181485499 611.277902374172
"473" "6" "22" "priv" 1677.13 2143.22957056886 2242.95721514752 1827.14023086761 2518.10870309198 1935.2390070325 1839.45570048316 1124.30170045608 1608.78397912433 1105.94927192472 647.448568138338 431.168887038686 337.410203353861 288.120634190569 135.606921779614 163.353768835003 195.093019677353 135.799011611975 41.0902358974935 8.40885033746187 440.341597260271
"547" "7" "22" "priv" 3268.12 2945.83561737452 3429.42224072681 2535.96307341496 3790.73449556881 2987.59610849182 2908.21541933844 1767.51235601906 2444.82625755203 1702.58896697195 1026.3295292619 633.517857635899 493.642710825414 425.835234091177 198.58449742011 236.708940054905 278.233904101371 212.299510023858 64.5201720717665 13.1630560390588 701.451974897797
"621" "8" "22" "priv" 2468.14 2427.67071119545 3128.37219418141 2386.9773567188 3844.85856968656 2983.4882139804 3015.6920955901 1899.71390826526 2609.16267911896 1862.11811427979 1171.06727726194 688.55118198584 527.142580919667 468.254483460798 217.446557727941 261.046775899284 299.312094877905 261.61251578763 79.9847675867508 16.0660110994899 884.751290254891
"695" "9" "22" "priv" 384.48 979.352871313902 1053.42810364733 999.64104171286 1608.90290509008 1222.99240253611 1303.66021248933 902.552399998327 1322.76822844408 929.606007450628 646.829755823402 406.49428566774 295.80980340207 279.37717143234 131.21626848688 170.346845685323 188.438444336553 190.714311272759 58.7012513823864 11.3064078302837 657.514191776639
"103" "10" "22" "priv" 1909.19 3281.90843797073 4380.58662810122 6144.89786549738 8669.04990322778 7016.25933274717 8015.78720118678 6573.75383143331 11115.4857032774 7231.82000676143 5942.0578676752 4328.31447105066 2964.6047869928 2985.39244935897 1427.97174034218 2047.1933290482 2203.47082166815 2423.56148483186 749.064503015304 138.829727384538 8425.80961046677
"31" "1" "23" "priv" 0 294.776940424975 185.309862965306 266.114536151168 494.683769291186 425.130502755524 362.677238759809 477.34253207392 372.368331102522 643.066150631789 578.2457690336 283.653737211528 241.434874651009 190.628375034102 163.980939493669 80.0991254320404 99.1232776669397 122.845976808834 70.8431822203944 21.1984983257061 4.33429707988026
"179" "2" "23" "priv" 0 440.233227981108 279.782199466877 359.037890950103 648.600459117473 585.360318099263 485.556884430646 609.824273193898 466.979047163761 798.255621537814 704.579093746652 348.619729220997 294.193419286196 232.186804980483 199.573861529908 97.3511324280798 120.388077795504 149.034987881974 86.3882584242966 25.8591649187375 5.28781006556194
"253" "3" "23" "priv" 2333.41 1212.25586964668 905.158060135755 903.737003493158 1347.00463867436 1455.92146335574 1103.71545161488 1153.41225407452 805.836572917838 1303.50668073531 1035.03660359774 539.363731968572 431.542050792904 339.719473252128 290.630577619274 140.53508001365 172.987851739709 212.611848643792 127.42801998893 38.2291236630845 7.8224519531553
"327" "4" "23" "priv" 1287.68 2180.81742125783 1225.85001838129 1265.81738026994 1461.20987382412 1738.62922191551 1292.58668762597 1257.80248380535 826.537354105965 1280.09092476926 942.79082442172 513.256084883019 389.435778846492 305.939978071342 260.875572560761 125.084082880943 153.161585462497 186.813763037122 116.172877977342 34.9334288464448 7.15148363756153
"401" "5" "23" "priv" 2375.3 3057.73713876485 1748.84315600765 1831.10640600882 1780.37698646817 2268.85406842426 1687.16143767742 1587.53854205818 998.863516034507 1489.88876030443 1038.44125830335 587.767855361953 421.922383911507 330.826622094316 281.576323881455 133.847545121306 162.870466482015 196.956122387998 127.881700338164 38.5521883833069 7.89427964778078
"475" "6" "23" "priv" 4097.06 3440.64166692519 2616.71690006549 2777.75984105829 2409.27513427181 3236.36723797009 2453.23590067604 2319.49453421634 1431.27361527705 2075.73021467612 1430.35099292128 829.364641679282 565.829953723908 442.95249264447 377.905816702497 178.438762074752 215.705479923862 258.639591837533 176.181684766448 53.2499788613101 10.8971964896832
"549" "7" "23" "priv" 2075.85 2341.76002967573 2374.7308011906 2696.42377910221 2066.25401874868 3033.10320332907 2366.85384700233 2297.63707922165 1405.37265459534 1962.86036463629 1365.74947707334 820.564496865748 515.36344395014 401.221231577244 346.28419011616 161.878455322012 193.798524785551 228.25674581782 172.341840814258 52.3531661573599 10.6663247477531
"623" "8" "23" "priv" 1290.17 2251.35641145653 2139.06188798272 2558.64105555786 1928.87343572775 2954.96723157472 2312.03061351063 2284.10176848763 1411.51282760369 1952.78628870894 1372.04414382771 843.256145484358 512.756807550276 396.141505546541 346.340253434608 161.353268348696 193.504985569209 225.01553023457 182.24694589791 55.5417560701163 11.2348051472991
"697" "9" "23" "priv" 1307.06 1694.72534638236 1855.93502032565 2340.5080371977 1900.54539600441 3033.14730765959 2353.52487249251 2417.50221383068 1578.69097859081 2237.28281639819 1577.05190097019 1039.64689691331 637.036406382081 475.768400128393 434.938761890719 203.305688038958 254.966167918393 287.282943565266 269.175583546824 82.5831035550922 16.197699678336
"105" "10" "23" "priv" 2265.39 2133.54594748474 3889.22209347867 5014.56407021074 6701.45628787204 9592.48944491623 7708.53706620978 8741.56431903783 7053.01510260851 11784.3221776019 7714.99993610442 6257.63668041123 4513.17488090549 3103.32511667098 3112.20370277095 1486.94686033956 2119.37358265632 2284.70248978509 2501.38990602543 772.949591218842 143.553651552989
"33" "1" "24" "priv" 221.17 0 291.026745116261 183.603243278145 254.487550015575 469.030012197891 409.084843973309 346.023643353166 449.144758471962 348.496101925193 600.079405306243 536.755443694542 263.9437912294 224.113702544143 176.931191089002 152.164923258056 74.2986509132074 91.9269651452876 113.891985033215 65.7745243807811 19.6837492795711
"181" "2" "24" "priv" 502.44 536.714882671493 637.541004301612 435.49069422759 508.987346345633 858.443163208291 822.897408271157 662.022740001953 785.193505902639 585.746185357821 986.436655118189 847.658061478378 424.859608520002 353.78699330164 279.047236459417 239.579457993576 116.618722551523 144.053604114637 178.023066530249 104.032844109457 31.1579593617786
"255" "3" "24" "priv" 1820.82 1750.58268529954 1369.23448454461 913.188517548913 937.569373633689 1314.01804741639 1437.31010914199 1091.40087133689 1137.34677643911 789.601257065051 1271.45599456952 1005.04426668726 525.58323174505 418.217486518116 329.18793019978 281.590275481085 136.064355319946 167.392533390864 205.588053997281 123.69181564501 37.1170873191221
"329" "4" "24" "priv" 1481.24 1364.44548683584 1710.73484246174 1001.96264178057 1034.27582852057 1182.22371288509 1410.43669733303 1051.99246689561 1026.47214318811 674.137588721578 1042.60002056722 769.153856751915 418.942370702444 317.090490580379 249.102545786983 212.466598569744 101.851849853895 124.674820355828 152.018774959067 94.7457072067782 28.4937399286468
"403" "5" "24" "priv" 2809.51 1466.67170771639 1899.45370367432 1132.09323642394 1183.02311961485 1196.82129540782 1501.02785412176 1119.85634936686 1067.25134998171 679.91942810109 1023.75393545413 727.598647720456 407.227928870038 296.330015593425 232.471272907198 198.081485864869 94.388891409946 115.031225945419 139.413014053917 89.6264966742666 27.0034785701292
"477" "6" "24" "priv" 3068.92 3428.08705329415 3488.20157290064 2427.94758252322 2584.66254263363 2308.17602620584 3067.77704255356 2316.60978015776 2193.30850616149 1361.77099481293 1987.25679077501 1376.89258066047 794.364423631483 547.475593451455 428.597857661768 365.776809917081 172.978636901024 209.431460709466 251.491554937098 170.056809241274 51.378570210601
"551" "7" "24" "priv" 2951.33 3126.83328573308 3140.68381340839 2781.50171658322 3094.89283769125 2488.81778716769 3542.41473636184 2733.79799774176 2633.21810853226 1618.41761406555 2290.84076847136 1590.02631442063 945.277062200657 610.562694178742 475.909043842677 409.544525655862 192.137121662668 230.984810284973 273.585208986267 200.230494700621 60.7364537680088
"625" "8" "24" "priv" 1587.14 974.346845290613 1311.75008488872 1301.82731504548 1524.06077627761 1165.96757308881 1756.42924841129 1371.39965239068 1348.81686909195 834.324744116221 1162.43758791175 813.320286991858 498.644914901025 308.036018441561 237.899045316802 207.822734718745 97.0119456377277 116.88312430885 136.197857634661 108.909426388523 33.1754112559499
"699" "9" "24" "priv" 2470.19 1555.81732528227 2283.8918392584 2397.62122321424 2930.68568103481 2454.09654818658 3756.75956218761 2944.18016542115 3015.67477134845 2003.00222612182 2924.09090047535 2019.34511265599 1365.77553858119 879.047953627719 648.054489831376 599.612425497176 282.037779186481 364.333402709031 408.573167320495 386.693779943001 118.742886217866
"107" "10" "24" "priv" 1219.31 2828.42072787663 2915.3319094453 4645.37382937468 5961.06494423239 7300.68583423561 10619.8324976445 8488.59633333418 9489.79321088232 7455.03385971274 12238.8379413512 8073.4954289385 6418.51112961871 4568.02905176282 3161.509386905 3147.67076304381 1501.45204656358 2121.16805303564 2293.37731654775 2486.28810171029 767.960664088327
"35" "1" "25" "priv" 0 173.289512 66.9820173574023 225.078489894972 146.150860278676 190.765395831722 341.64871286734 307.240018538895 255.632259628827 322.564528772631 247.349174895253 423.146997211872 374.165447919772 184.994374757996 156.209468036116 123.290690654636 105.981977986626 51.7033420310338 63.9413723661505 79.1632712195826 45.8705611352509
"183" "2" "25" "priv" 238.51 589.043336 486.830160461129 635.164338380103 423.512895742972 498.746106010088 827.726040020656 795.367427743153 640.230020420403 759.110009886901 565.663380523225 951.935738334492 817.636277069029 409.994487196483 341.143890240352 269.071867463142 231.014657005856 112.439518276295 138.880872797142 171.614914920593 100.340422837617
"257" "3" "25" "priv" 1160.14 1609.295646 1557.11259599079 1410.03601802813 920.412780997325 969.154482210115 1366.84882694651 1471.66663177296 1128.17337763356 1199.44530285029 841.351504372455 1363.64305225037 1093.95996815184 568.039012508297 455.105551682525 358.355226855619 306.764370454489 148.40955458975 182.691507580398 224.600942541183 134.540832750309
"331" "4" "25" "priv" 1137.08 1170.01846107692 998.0787862955 1063.00555941402 650.372298956104 671.403854718601 810.843198083599 943.118446470675 708.003594732661 705.613250044957 471.599096797281 738.750937696447 558.332077103233 299.933157920146 230.773446708103 181.415430537298 154.908570825195 74.4631455663837 91.3016470955626 111.600609006642 68.750187097067
"405" "5" "25" "priv" 2459.51 2006.49352263736 1467.74674665452 1805.35779281074 1092.23487016022 1138.49635028662 1196.57916347049 1477.58978702669 1104.22118702906 1063.04294830653 684.614316921851 1039.83697468369 750.315741805608 415.97126027779 306.516274405526 240.567508731249 205.126600401681 97.9503117237523 119.542467032633 145.164721956344 92.4570618605346
"479" "6" "25" "priv" 2804.97 3066.23179961905 2514.94635523644 2773.82407421037 1878.40190851652 1998.9141411412 1837.43242911516 2413.57395475294 1820.17475239291 1730.78561156454 1082.49779162544 1590.70872301855 1112.17007261825 637.242071284089 444.180676854892 347.819720716987 296.951533503947 140.685597197643 170.59910026107 205.231437370942 137.554555632779
"553" "7" "25" "priv" 2164.24 2553.73556337778 2739.54355883186 2794.45255135225 2180.92119837976 2378.09330065887 2013.74173894902 2772.91944229679 2117.67265174979 2024.15782533621 1250.729359036 1796.52573743255 1246.25381769746 730.810180884903 486.8718468952 380.204578803818 325.991579404583 153.536508597871 185.274838101791 220.870855894013 155.84256674949
"627" "8" "25" "priv" 3235.91 2639.64131251966 2429.74781549093 2635.64606097579 2393.43614009996 2709.70110735841 2171.42299982479 3141.94286039796 2432.65602571675 2366.91562443909 1469.00173850907 2080.98790995421 1446.17561529012 877.700479312233 562.29564153713 434.601300285192 378.372246832016 177.424245704196 215.405862169228 252.585347755637 194.83072780963
"701" "9" "25" "priv" 893.35 2546.16248196923 1899.10139565488 2541.02033777504 2865.81441582095 3510.42478958082 3228.08014711826 4843.51609801649 3818.04686578918 4000.79817981032 2797.85450024454 4258.60923347668 2889.74559982919 2071.21888735052 1391.81714890844 1000.82189916217 952.94320837801 450.976728442242 605.382093025857 668.769447810587 669.851483541476
"109" "10" "25" "priv" 1688.64 1778.1583648 2871.83056802655 3164.26477715857 4669.35263104752 5948.01047220356 6943.95674360417 10157.0353329835 8101.06926490686 8973.78671898853 6939.78913707489 11283.6446959411 7470.53538251549 5867.22608850754 4147.77605473172 2882.56177678989 2856.2552552076 1361.25104787083 1912.86023957017 2072.55845152448 2230.01160058585
"37" "1" "26" "priv" 216.58 34.299004368845 171.352315242392 103.499770577749 203.879249211599 133.978833188897 167.105036052562 289.85575580005 267.998068382271 219.884606052161 270.446314302649 205.019984956585 348.466912081238 304.663161842226 151.456571503582 127.163036738106 100.339308505598 86.2121232430766 42.0210707412704 51.9424930792984 64.2607715647633
"185" "2" "26" "priv" 688.53 425.972784760266 857.724664232055 721.564579437804 871.232541729899 574.532839328235 660.247686263933 1054.24290573314 1037.90338206045 826.992826049707 959.36696012993 706.65103910338 1180.95912720976 1002.41531010223 505.69528224323 417.990072250332 329.589860513474 282.83518467188 137.520423941384 169.76126375725 209.591861993687
"259" "3" "26" "priv" 432.9 880.911927148122 1184.74296071342 1107.47563601685 1064.15661796712 687.703420384262 729.910060013487 1023.02013112682 1099.73998744976 845.011548953429 901.777110543635 633.327682029669 1027.13321485835 825.96288921484 428.497008019778 343.483609457285 270.477132723718 231.570704167332 112.046717564221 137.933714732007 169.590399804716
"333" "4" "26" "priv" 1472.93 1269.66709772439 1317.16687090829 1126.45300812178 1181.37525879151 734.431812435077 764.523772934398 940.019793371722 1079.7057334223 815.252684761282 824.046052460024 555.839907917349 876.091260972286 671.205926636495 358.0720271182 277.520520192152 218.238268714639 186.484898789501 89.7579380179226 110.13294171127 134.765118068539
"407" "5" "26" "priv" 1864.06 1600.48069040416 1462.28944919229 1141.47591737589 1320.38312688565 822.773467516874 860.144842784046 906.578015787326 1117.96296973786 838.210852522422 811.739083863058 524.37006872839 797.295164940135 578.927540050954 320.352363606115 236.193000950396 185.375749565187 158.171631415595 75.5539348725739 92.2152250906407 111.986492611675
"481" "6" "26" "priv" 3694.18 2844.02077222149 2832.70838412323 2333.3011017267 2624.84568362693 1759.49020614155 1869.70333460679 1761.41830689417 2289.58866360516 1725.84956837983 1648.31407145225 1037.56372658157 1533.95720586438 1081.45764187051 615.775139147077 433.456002104872 339.520242776593 289.942890050246 137.580554986934 167.047905735434 201.281969486906
"555" "7" "26" "priv" 1763.72 1985.43204745322 2167.47984133309 2008.4592208036 2137.50255217464 1585.94181959181 1718.17729058762 1499.89010583435 2032.94216288422 1546.36455105551 1477.72599579876 918.402604274093 1330.40443640008 926.321309303229 539.779088437799 365.293712283449 285.293169801284 244.55312167826 115.431278400866 139.69564404487 166.922157200138
"629" "8" "26" "priv" 1400.1 2110.56424088333 2195.10780761827 2215.54508701568 2322.42665858067 1934.46177907421 2149.10019453175 1791.85228959851 2522.4242112561 1939.30982546204 1875.73771583372 1170.24950029231 1679.4845518912 1163.95125445233 701.889947649114 461.510881944221 356.63247587736 310.155107364433 145.915241049495 178.212347170817 209.722641836243
"703" "9" "26" "priv" 1921.71 2492.96235638391 2739.02628445409 2412.56021569725 2800.96630446651 2840.45595992607 3347.9146865629 2943.93022028597 4330.15682899789 3389.64649337327 3458.33425311365 2330.92766098464 3483.07943930627 2376.43040235798 1626.03728739304 1084.86405146321 794.712166524152 739.321788453654 349.287641619609 458.381565936144 513.808228303714
"111" "10" "26" "priv" 1225.25 2138.03907865227 3204.47142218288 3861.58546322669 4521.08200656547 6146.83986241301 7746.88309566252 8527.47247556794 12545.547992204 9979.35704339036 10918.7324425023 8268.09782513202 13270.9186864763 8827.9545641692 6815.57528488206 4775.21511261598 3338.531624998 3285.06255016603 1563.72519880572 2180.55689874227 2370.23035912962
"39" "1" "27" "priv" 0 111.627779794405 44.137616595216 114.446284696008 86.1156552165339 123.705740070723 81.4602939474635 96.8978548176443 160.478713614983 153.650166390223 124.013671826415 147.70551741809 110.250633426004 185.710563373295 159.853674115803 80.0827398175787 66.6871780470499 52.6010448284091 45.1658764944773 21.9863305971091 27.1583526239237
"187" "2" "27" "priv" 1253.72 736.992440322535 517.677793610833 987.959370226478 825.305385299726 994.889595875124 652.597937717819 746.367620760439 1177.31361931394 1166.65276877247 927.381073906532 1069.87329922691 785.528616276861 1310.19151677692 1108.55429869794 560.191758191936 462.134210781286 364.369443385833 312.641409542068 151.968063949362 187.563467446493
"261" "3" "27" "priv" 1248.21 461.125473972533 529.544056813751 731.965343839875 654.750221048887 679.653251693198 438.544571643769 474.993406414629 679.706268285565 717.201017937611 556.027938020207 605.318112128833 429.872034955481 702.094418833784 572.590832330413 294.964749706983 238.188194535716 187.627230345368 160.743399017445 77.8723667803231 95.9274670755048
"335" "4" "27" "priv" 2934.59 1705.37141777037 1693.92711202601 1828.68873683873 1578.84581195404 1643.03569265533 1033.51826395211 1082.99758669632 1350.07790020686 1536.18612521019 1164.9606277718 1189.91927905748 808.037881589898 1279.2255735856 989.520145972937 525.337591499546 409.226749933925 321.88327946718 275.191150250968 132.572526980692 162.746523758738
"409" "5" "27" "priv" 669.79 1006.88323406652 832.893464589047 802.187291063669 649.565575101494 730.000902157897 466.853599099978 490.655785598752 512.141732694742 633.885454509121 476.832109054405 463.512035596779 299.472036275144 454.640290108879 331.00304056377 183.320180427799 134.70776905851 105.708125706372 90.2513188643051 43.0990894517365 52.5850648624185
"483" "6" "27" "priv" 2145.82 3106.45747388182 2565.81760673501 2518.22137225581 2075.00910989149 2331.13554481416 1548.63242171696 1642.03792855235 1591.84803670212 2041.88433307063 1538.84043349347 1478.03226238996 937.644839586939 1396.73330018525 994.660417204317 561.96988995939 400.434001662087 313.776822300071 268.020435574254 127.419605819061 154.955070185356
"557" "7" "27" "priv" 1667.86 1973.43591453779 1904.91147140747 1985.84045330817 1778.00409002216 1929.19204406596 1403.41687759437 1516.59018515 1350.9767448281 1814.47854405385 1378.22667089661 1319.66962311636 824.598085880233 1201.56197779604 839.844988430094 488.203442201228 333.560911944016 260.311998449684 223.390326678836 105.592939854611 128.158245969464
"631" "8" "27" "priv" 1676.9 1861.86006362388 2173.20997955603 2305.68080282037 2160.96594040993 2320.14782086457 1836.06617446263 2025.2847235326 1753.15039113366 2425.66279413252 1858.20894417876 1800.6027226175 1136.074135438 1651.57106469231 1145.66492546053 693.143031900325 464.82090536267 357.711475719825 312.589021795011 147.474136937699 181.865058932513
"705" "9" "27" "priv" 1055.18 1548.81769904892 2196.62916680247 2407.15851279323 2334.1658194507 2584.48771316741 2509.70120843203 2924.49194016945 2635.99973573537 3819.42704841134 2982.38975236838 3039.35304256294 2061.07091664783 3105.55576529519 2112.98652045743 1449.12245421002 978.583423722433 715.708473881961 666.717317803236 315.453531775501 415.755161064173
"113" "10" "27" "priv" 1380.97 2167.38850298123 3323.60173186416 4449.92183215767 4889.19239160503 5711.60169463563 7249.81865143286 9013.39296830782 9526.58685748467 14014.9417475121 11118.9987784834 12032.2341058852 8957.90081992362 14240.5055293527 9504.61115676676 7226.7941620852 5034.34665495231 3539.0121059153 3459.5997439794 1645.4014078539 2279.16558808142
"41" "1" "28" "priv" 227.35 307.85791166832 288.879442289664 169.785021162383 353.230321038996 285.903456161756 363.882883316666 238.994000283787 276.942642452249 444.225323591649 435.006563523295 347.603458033868 405.495333061274 299.466528472329 501.245017691396 426.736885538191 214.971513833125 177.943895209397 140.320617945015 120.431182441776 58.5700553551968
"189" "2" "28" "priv" 0 605.28816131884 322.342679793337 251.667847094067 446.083318033104 377.957218939275 442.159286955292 289.141340012387 327.425627114732 507.939791322226 508.699484482088 402.640272998599 460.068374507711 336.005439879022 558.598422833504 469.996841065649 238.195367118765 195.869274354728 154.411881501303 132.460314449273 64.3539258764109
"263" "3" "28" "priv" 704.46 965.444378861807 489.295153020858 428.959695305051 663.166211774268 569.033223499432 640.728632391085 415.813676728381 462.638759906999 690.531540590154 707.455186915598 555.311490510466 622.000131509872 448.984038100677 740.911541358695 615.748792369601 314.129127726634 256.368842287801 202.043061097941 173.235551550949 84.066936876017
"337" "4" "28" "priv" 2099.85 2700.94851576842 1517.1808458359 1521.17280315446 1717.05495733717 1488.57298028163 1556.50875396415 986.460546077493 1042.57955247202 1333.37559979188 1493.5912608386 1138.86809890498 1180.58134041395 809.881167605712 1291.21374039961 1012.13200271083 533.457886182661 419.017665086466 329.701229756934 282.042872305319 136.058323609699
"411" "5" "28" "priv" 1958.76 1345.189873821 1288.60215044194 1140.70969538144 1156.81919266732 967.190213793931 1051.96854941649 675.276937521217 710.625697086362 785.110056909679 944.717619875428 713.495863689075 706.653134492811 464.864299421005 716.396291652413 534.30061538731 291.246862912776 218.641051566522 171.717198696572 146.723134374974 70.3038701963771
"485" "6" "28" "priv" 2141.24 1757.38875476146 2488.24234811071 2098.85050583073 2072.68771254583 1726.032465384 1928.44572648145 1293.73013545058 1374.67375989998 1327.06816907205 1706.75663484246 1287.64781179435 1238.11308117865 785.42193856335 1168.85097110005 832.500321279203 471.173755488944 334.959722991098 262.359439701316 224.249007907917 106.58399322038
"559" "7" "28" "priv" 1176.12 1077.06703989999 1414.79347554951 1274.62579706096 1290.39802923064 1114.18078000562 1228.21575043308 863.673741309173 927.481914878861 856.831670210372 1129.87514133815 855.967775088531 821.996684944061 517.906184586611 762.35130765731 537.135973786304 309.564732976348 215.28725971273 168.056947157298 144.213629448753 68.3411615341137
"633" "8" "28" "priv" 2070.37 2122.91306589948 2480.10852978721 2731.0634557643 2889.31079773864 2673.32120582265 2893.00643439681 2289.45631837169 2530.95599048638 2227.43894917228 3076.90590481746 2358.88902965971 2298.99450958762 1467.20290260483 2150.6025106473 1489.27048027792 915.1378110516 618.116497138815 472.180558467556 416.435933310756 196.712683566056
"707" "9" "28" "priv" 558.02 901.622292953335 1160.33834827135 1528.3631637034 1709.64921383331 1676.51736383796 1856.29311492075 1801.82771112445 2106.3386114042 1976.07310869673 2845.01531148245 2223.48880030313 2288.27534384829 1583.25822588875 2420.35995038693 1640.1766675361 1147.85721656528 785.016267000436 569.229627082393 535.737081794217 253.955357966213
"115" "10" "28" "priv" 2228.27 1781.55200972503 2740.84503179285 4111.07368747066 5229.2679185114 5585.48043128438 6451.71254074018 7792.21526552772 9586.92378430279 9898.40979755576 14531.8145679925 11504.4380730593 12352.5014075045 9092.44428032786 14366.3339214487 9609.31509263532 7225.29139683158 5017.37986082624 3541.39910733324 3444.97096102084 1637.59902605582
"43" "1" "29" "priv" 0 209.86153844405 489.974508672404 376.254457836434 242.291702918045 477.727085986234 392.416337028213 486.226049829115 318.917902001631 366.96407546132 582.753673869216 574.502344865797 457.762423285586 530.726631665683 390.672491202597 652.611172363046 553.709897195517 279.421668342113 230.851456537132 182.026763956586 156.203752234359
"191" "2" "29" "priv" 0 119.7582 340.590323721566 177.155464956282 146.29400515268 242.788700241812 206.924714117279 237.830305763367 154.984146467084 174.105752768892 265.474347197039 268.572846847403 211.788079114731 239.867648445462 174.285795475076 288.807886820184 241.699450656971 122.84506257976 100.686130089425 79.3643227568602 68.0673200480084
"265" "3" "29" "priv" 0 1244.46156917658 1821.84115683722 978.293664802703 913.609257454685 1213.26429993536 1044.82966845585 1140.63736156377 732.832091301533 798.336785196488 1121.45505704804 1188.89466907966 922.79254793581 1003.93922697258 711.437623872876 1159.82898030667 944.853242774488 487.382189101385 392.634891933067 309.269387252706 264.971548984352
"339" "4" "29" "priv" 151.15 567.105743028465 609.667592056442 396.827361112438 382.440616153283 418.348093995883 359.039167708047 379.570092505676 241.432961587493 254.85504433424 313.319388383766 357.624776204131 271.990890139998 278.589540314202 189.083064301898 298.935502154803 231.543906912644 123.021274864744 95.5972465121636 75.1875078338471 64.3015667476075
"413" "5" "29" "priv" 633.74 1790.77907215695 1768.02305207267 1325.26965306448 1237.04410549142 1320.95265205541 1125.45739099675 1202.92608215247 771.745238276467 815.096400920186 958.324256316391 1117.24288582979 848.101217522445 858.290156455416 575.717592812051 901.297040584371 688.916233132494 369.554241732776 283.402956213181 222.769154614133 190.485873180993
"487" "6" "29" "priv" 827.33 2151.86448372821 1668.62129418977 2076.13855581617 1787.30439693652 1783.18116351757 1492.74852817762 1652.70830597065 1101.56555581514 1168.97861838003 1165.87595594704 1475.32247633717 1113.92504319591 1079.9227956126 691.775651029076 1038.94691225042 749.594967743218 420.233143309122 303.075848923904 237.501771212072 203.068041186692
"561" "7" "29" "priv" 1633.67 1634.84143721315 1473.27212713782 1936.89434569079 1788.96050542929 1816.91788850714 1580.71244659949 1740.98120341287 1250.34035606156 1351.08408529685 1246.3991661519 1654.98241777982 1257.09596587914 1213.77427597601 769.813021516491 1135.56215346215 798.26033932237 467.546867630709 324.174763386604 251.477861568277 217.541120167282
